filename;value
7391.jpg;122
7392.jpg;-153
7393.jpg;-73.6
7394.jpg;100,61
7395.jpg;-23
7396.jpg;120
7397.jpg;45
7398.jpg;55.17
7399.jpg;-69.91
7400.jpg;99
7401.jpg;155.91
7402.jpg;-199.57
7403.jpg;-184
7404.jpg;150.32
7405.jpg;-148
7406.jpg;-186.1
7407.jpg;-101.2
7408.jpg;-145
7409.jpg;-51
7410.jpg;173
7411.jpg;-183
7412.jpg;-5
7413.jpg;80
7414.jpg;-84.053
7415.jpg;-68
7416.jpg;-70
7417.jpg;82.35
7418.jpg;-133
7419.jpg;88
7420.jpg;-196.66
7421.jpg;174
7422.jpg;113
7423.jpg;163.89
7424.jpg;135
7425.jpg;-167
7426.jpg;-149.675
7427.jpg;-64.023
7428.jpg;111
7429.jpg;-189
7430.jpg;-141.88
7431.jpg;149.63
7432.jpg;89.9
7433.jpg;137
7434.jpg;-46
7435.jpg;115
7436.jpg;49
7437.jpg;9.43
7438.jpg;-179
7439.jpg;-194
7440.jpg;152.74
7441.jpg;20.97
7442.jpg;-96.022
7443.jpg;-7194
7444.jpg;1.38
7445.jpg;-147
7446.jpg;67
7447.jpg;38
7448.jpg;-128.702
7449.jpg;-188.4
7450.jpg;-166
7451.jpg;89.71
7452.jpg;4.47
7453.jpg;-167.54
7454.jpg;21.12
7455.jpg;-69
7456.jpg;-106
7457.jpg;75
7458.jpg;-14
7459.jpg;9
7460.jpg;-18.54
7461.jpg;-153.43
7462.jpg;153.07
7463.jpg;-34.9
7464.jpg;-128.8
7465.jpg;4.97
7466.jpg;-144
7467.jpg;-191.05
7468.jpg;-78.8
7469.jpg;185.56
7470.jpg;-119
7471.jpg;26.47
7472.jpg;137.93
7473.jpg;141.02
7474.jpg;-133
7475.jpg;80
7476.jpg;150.02
7477.jpg;46.66
7478.jpg;74.73
7479.jpg;99.19
7480.jpg;-170.5
7481.jpg;-184
7482.jpg;49
7483.jpg;-193.27
7484.jpg;162
7485.jpg;90
7486.jpg;-21.99
7487.jpg;-91.254
7488.jpg;-114.52
7489.jpg;-200
7490.jpg;-84.576
7491.jpg;141
7492.jpg;127.45
7493.jpg;-26.061
7494.jpg;-136.2
7495.jpg;-109
7496.jpg;-44
7497.jpg;-49.8
